12806	16543	3.84
163941	2173925	3.84
194253	3107571	3.76
5236	47777152	3.70
234457	1346950	3.61
901903	991766	3.50
238150	556358	3.11
10646	10843	3.08
3410	366385	3.05
3410	50965	2.97
30677	8643980	2.95
4098495	419369	2.82
3107571	4098495	1.66
50965	8643980	1.68
163941	13673345	1.16
419369	22589	1.10
63752	66986	0.95
10646	26574	0.89
5236	1408983	0.87
11090	63752	0.84
47777152	66986	0.63
419369	27992	0.55
5236	11090	0.42
3107571	991766	0.42
6959	187557	0.13
12581	901903	0.11
26574	2173925	0.08
209005	193060	0.08
