30075	6678	7.35
18589235	13673345	5.77
30598	13673345	6.31
29831	15368428	6.77
37298	15368428	7.42
36969	46183	6.19
164491	23501	5.92
662249	18403271	7.00
20646803	662249	6.62
155526	20646803	6.81
25078911	19159221	5.81
33550	11090	7.73
8983183	55336	9.15
19012	25180	8.58
19012	47617	5.92
4092	51273	6.69
5575722	26805	9.44
23976719	10568	9.03
23976719	3921	6.81
23976719	29773	6.63
40390166	15772	2.50
22939	5180	7.35
32787	12988	8.46
32787	45189	8.13
7984	212818	6.87
12806	16543	8.96
163941	2173925	9.29
194253	3107571	8.83
5236	47777152	9.10
234457	1346950	8.87
901903	991766	9.02
238150	556358	8.79
10646	10843	7.52
3410	366385	7.10
3410	50965	7.38
10646	26574	4.42
8983183	8100	8.42
8983183	5665	9.04
30075	16217	8.00
30075	45339	8.00
30075	6543	7.08
30075	18838	6.85
30075	11039790	7.00
30075	19653842	4.77
30075	722672	5.62
22921	18973869	8.08
22921	26700	6.71
22921	267487	5.58
22915	26808	8.45
22915	19331	8.08
22915	26751	8.02
23004	1646233	5.85
23004	2012141	6.04
41395970	1151989	6.85
41395970	141001	2.92
41395970	453372	3.69
41395970	42176	2.15
16217	6678	7.42
16217	13673345	7.27
19159	50510	8.66
27978	157898	6.22
16060	33775421	6.50
5881	34341	7.59
10680593	20781999	7.56
662249	314993	5.00
18426501	34273	8.13
18994221	174521	4.63
18393	8221	7.88
155747	1008560	5.00
199800	1015047	8.97
199065	586851	6.44
199065	1139011	8.88
199065	40808	6.88
5995	30003	7.81
41930	3648961	7.63
239121	5926	8.44
18487619	41969	7.63
8100	34392	7.78
8100	424871	9.22
30003	5969588	7.13
18993825	33306	7.89
49132	547886	7.47
26866	10646	8.34
26866	46310	8.70
46310	10646	7.81
46310	32961	5.70
3884434	146996	8.36
15822899	33183	8.30
15822899	56231	5.25
20171	7397035	8.53
22348	224515	6.88
3966054	3383	7.44
12581	19042	5.56
904	19042	7.83
25683	15613	7.59
37585	20913771	7.19
477822	70807	6.31
419369	22589	5.00
41395970	10646	5.00
41298	220028	4.97
199065	128987	4.94
13673345	159472	4.94
27667	5180	4.88
19039812	307907	4.81
1449866	532523	4.75
24702	179824	4.75
7818	9649	4.75
169835	19159508	4.69
25078911	155526	4.62
5508063	239107	4.59
71925	1031118	4.56
18393	180184	4.50
1567690	63904	4.47
7878457	20781999	4.47
632347	1305558	4.47
3107571	4098495	4.46
22649	21296224	4.38
5236	1408983	4.38
545006	1048636	4.25
4498	15270	4.25
1559961	24702	4.25
7818	2973525	4.13
1567690	34341	4.06
82278	18393	4.06
148127	381055	3.97
20913771	10772350	3.91
19039812	702945	3.88
18487619	1638839	3.88
37298	29678	3.88
47912	651358	3.88
23004	18985062	3.85
21296224	5881	3.78
22949	148127	3.75
19372783	28508507	3.73
24702	202899	3.69
43254	19728	3.69
2403669	24702	3.69
202899	205135	3.69
4692150	3371756	3.63
18839	160483	3.63
208159	28012	3.56
297724	18839	3.47
28022	39391	3.44
6412297	20354	3.38
10680593	368398	3.38
43254	20981836	3.31
8983183	41453	3.31
41012	20781999	3.31
56231	236975	3.25
463828	294833	3.19
5881	21754	3.16
5236	11090	3.15
47777152	66986	3.08
7984	13673345	3.04
24110	375211	3.00
77182	8874700	3.00
3170971	2254334	2.97
24702	15176	2.94
14640471	33306	2.94
37298	3371756	2.88
23004	106238	2.81
10680593	239107	2.75
76323	15176	2.69
50965	8643980	2.69
7984	83430	2.65
22348	14543	2.63
30874303	70210	2.56
2781587	28743391	2.56
23004	6084	2.50
41395970	19378550	2.40
28130	17635795	2.38
1467948	37575	2.38
42446	77432	2.31
378364	5308	2.25
54634	20781999	2.22
12581	901903	2.08
63752	66986	2.08
142919	1723133	1.94
41395970	26979	1.92
11090	63752	1.85
19372783	484939	1.81
20354	14276	1.81
9649	214196	1.81
23004	25874441	1.77
368398	2175301	1.75
19372783	30003	1.62
12178732	26805	1.62
19372783	6429	1.31
7984	768413	1.31
41012	25613	1.19
19372783	18393	0.92
19372783	16217	0.92
419369	27992	0.92
3107571	991766	0.92
27712	26458576	0.88
26574	2173925	0.62
209005	193060	0.54
6959	187557	0.54
20646803	164491	0.31
19012	55115	0.23
