5575722	27546	9.44
11015252	18687	9.33
1904053	16743	9.33
8983183	55336	9.15
8983183	5665	9.04
47921	79432	9
10396793	21212	9
2731583	31045316	9
12806	15739	8.96
199065	1006179	8.88
558685	9630	8.81
238150	556358	8.79
26866	46310	8.7
2731583	21212	8.67
10396793	31045316	8.67
19159	50510	8.66
8485	10568	8.62
166346	4207510	8.59
20171	7397035	8.53
8983183	19360669	8.5
7878457	5309	8.5
16043	9282173	8.46
32787	12988	8.46
22915	26808	8.45
239121	5926	8.44
8983183	8100	8.42
18949668	17541	8.38
3884434	146996	8.36
26866	10646	8.34
33978	73231	8.34
1904053	22986	8.33
18842471	11466	8.33
18933396	684813	8.33
11127	37297	8.31
4122592	21808348	8.31
21830	558685	8.31
15822899	33183	8.3
22921	26743	8.21
20781999	4692150	8.16
32787	45189	8.13
33158	37338	8.13
18426501	34273	8.13
19360669	8983183	8.12
22939	23317	8.12
22915	12558	8.11
19372783	3736784	8.08
22921	18973869	8.08
22915	19331	8.08
22915	5267	8.06
1698417	17182301	8.06
22915	26751	8.02
30075	16217	8
30075	11302	8
49402	38180	8
19009110	70807	8
19009110	50482	8
11015252	15641	8
11015252	1904053	8
27801	372478	8
1904053	11015252	8
14788961	12436	8
23140032	53221	8
22915	580	7.94
21555729	77819	7.92
22915	177602	7.92
13311819	239217	7.91
18993825	33306	7.89
18393	8221	7.88
73165	83430	7.85
904	19042	7.83
735672	30003	7.81
46310	10646	7.81
8100	34392	7.78
33550	11090	7.73
8983183	30873450	7.73
29831	21555729	7.72
22921	19378	7.69
18723138	140801	7.69
11015252	22986	7.67
15641	18687	7.67
14978550	25735	7.67
16043	23267	7.65
34289	30636	7.65
41930	3648961	7.63
7878457	18842281	7.62
5881	34341	7.59
25423	15613	7.59
7878457	14539	7.58
8983183	23626	7.57
29773	52664	7.56
156659	20781999	7.56
78478	205135	7.53
8376	191061	7.53
10646	10843	7.52
30003	33094374	7.5
5665	3736784	7.5
22921	106238	7.48
49132	89276	7.47
26866	18842323	7.47
3778	16861908	7.46
3778	17727	7.46
3966054	3383	7.44
19641	173088	7.42
22921	8389	7.42
16217	6678	7.42
21555729	5796	7.38
3410	198041	7.38
407384	64493	7.38
30075	6678	7.35
22939	5180	7.35
15641	1904053	7.33
15641	22986	7.33
27801	21197	7.33
767894	30012	7.33
47921	690278	7.33
47921	9258	7.33
5165	6784	7.31
8983183	24189	7.29
147676	13673345	7.27
509020	7984	7.25
22921	80381	7.23
37585	1690649	7.19
29392	37335	7.16
30003	30677	7.13
3410	26574	7.1
4918223	19372783	7.08
30075	6543	7.08
625404	18994221	7.03
13212719	15176	7.03
30075	11039790	7
22921	922	7
690278	79432	7
11127	84777	6.94
199065	948686	6.88
22348	224515	6.88
66254	212818	6.87
9311172	424739	6.85
30075	18838	6.85
22921	10828	6.85
509020	1151989	6.85
155526	20646803	6.81
18951490	3921	6.81
236918	201480	6.81
7878457	173351	6.78
17547	27546	6.77
29831	173088	6.77
34289	24702	6.73
21555729	11065202	6.73
951407	49402	6.72
22921	26700	6.71
4092	51273	6.69
17541	2001231	6.69
23004	18949668	6.65
10568	29773	6.63
739237	23996	6.63
22921	832314	6.58
509020	604727	6.58
12229	492128	6.56
27667	38714	6.53
186932	3434750	6.5
53696	239121	6.48
858665	13673345	6.47
30677	407704	6.46
199065	2393292	6.44
22921	23315	6.42
53231	27667	6.34
4207510	19372783	6.34
32441	316723	6.34
56231	382507	6.34
30598	13673345	6.31
21830	15822899	6.25
10401954	378010	6.25
27978	157898	6.22
10646	5355	6.22
36969	46183	6.19
21555729	232176	6.19
33496	66505	6.06
690278	9258	6
3850	690345	5.97
7984	9293603	5.96
239196	8983183	5.94
164491	23501	5.92
47485	47615	5.92
30677	39388	5.91
509020	18993825	5.9
3758871	1531454	5.88
30075	9096372	5.87
155747	13673345	5.85
519280	19159221	5.81
46770	13673345	5.77
22915	3488351	5.75
46310	32961	5.7
8983183	19390	5.65
14640471	26997	5.63
250041	49899	5.63
166346	5165	5.63
29392	21830	5.63
30075	722672	5.62
12581	19042	5.56
1014	5180	5.54
56285	8221	5.47
4984440	12436	5.33
24278	56887	5.33
60192	15852	5.33
1698417	18985062	5.31
19022	751115	5.31
3218952	937531	5.31
15822899	56231	5.25
23315	13212719	5.19
1659824	68753	5.16
9649	173351	5.09
739237	44417	5.06
5902	31392139	5.03
419369	22589	5
509020	10646	5
23315	46053	5
22939	372478	5
51257	2455842	5
12436	24278	5
2455842	51257	5
5052197	15852	5
5052197	18313	5
15852	32611	5
324572	377828	4.97
13673345	159472	4.94
199065	128987	4.94
27667	5180	4.88
7818	2935251	4.75
18994221	174521	4.63
519280	155526	4.62
71925	27865	4.56
7878457	20781999	4.47
10646	26574	4.42
5236	1408983	4.38
22649	21296224	4.38
15852	23680998	4.33
3722	21212	4.33
7818	2973525	4.13
18313	23680998	4
60192	23680998	4
8376	29392	3.94
20913771	10772350	3.91
19641	29678	3.88
22934	651358	3.88
23004	18985062	3.85
21296224	5881	3.78
202899	205135	3.69
437868	24702	3.69
24702	202899	3.69
43254	19728	3.69
18839	160483	3.63
297724	18839	3.47
6412297	20354	3.38
3722	9317	3.33
20646089	20781999	3.31
56231	236975	3.25
5881	21754	3.16
5236	11090	3.15
24110	375211	3
22939	9258	3
21212	9258	3
54176	57875	3
14640471	33306	2.94
24702	15176	2.94
23004	106238	2.81
946963	15176	2.69
9258	684813	2.67
7984	83430	2.65
22348	14543	2.63
34289	14995351	2.5
54176	10303	2.33
42446	77432	2.31
63752	66986	2.08
12581	25152964	2.08
22939	79432	2
9258	18842471	2
9317	34392	2
192727	1723133	1.94
19372783	19196010	1.81
9649	214196	1.81
20354	14276	1.81
13692155	18842471	1.67
22939	21197	1.67
19372783	30003	1.62
12178732	27546	1.62
13692155	684813	1.33
19372783	6429	1.31
7984	768413	1.31
30012	18842471	1
47921	18842471	1
47921	22939	1
690278	18842471	1
79432	18842471	1
19372783	18393	0.92
419369	27992	0.92
219810	23140032	0.67
13692155	372478	0.33
79432	22939	0.33
9258	12436	0.33
60192	32611	0.33
5052197	32611	0.33
20646803	164491	0.31
15641	21197	0
684813	25735	0
767894	18842471	0
767894	21197	0
30012	21197	0
13692155	12436	0
13692155	21197	0
47921	21197	0
22939	12436	0
22939	18842471	0
18313	32611	0
15135713	22303	0
