169409	1462983	9.55
169409	68672	1.28
234796	38407	0.95
46112	68672	6.98
177428	4318352	2.3
29421264	86111	3.17
206119	8376	1.88
77173	56478	2.2
24306566	376052	5.5
13645	4433279	8.33
155526	74819	9.35
38714	294211	6.67
19166409	53238	2.88
33183	15822899	3.33
3410	56890	7.85
1449866	7931	3.68
8983183	610452	7.88
4269567	6678	1.75
1209	55633	9.47
21533	1376	6.43
3778	18963870	7.53
38180	49402	3.27
190933	190919	2.47
128987	167334	2.98
34061	29392	2.38
18955875	4649165	5.53
951407	646059	3.4
26118	844811	7.58
8072	37220	7.15
53238	307875	4.85
555643	187697	3.42
3996	1358	2.25
23707	419369	6.28
211397	37618	4.68
18842395	18842308	7.3
18842323	18842359	8.27
26873	19372	4.62
19166474	194538	3.88
292211	24494046	7.32
18845	6678	1.12
8221	177497	4.93
18839	37735	6.98
3363	1014	7.5
9293603	2136925	7.1
130312	8282374	6.38
30297	15037	2.38
16861908	30696992	5.38
82926	844811	1.73
63031	11299	2.38
199065	255597	5.48
19166474	234901	3.97
3928	7053	2.58
1014	45189	6.98
21058	14776	8.17
38180	51892	5.47
34931824	18940	7.47
3778	3390	5
39206	14543	7.02
34061	24873453	6.27
695530	5881	3.48
1014	12988	8.65
49400	8637	3.33
53238	234901	3.57
13590	265567	5.8
12581	6015	6.27
32961	45189	5.15
71691	68768	3.33
53238	19723734	3.72
36969	56232	3.33
8221	57993	5.8
21281502	7053	5.68
3928	350239	1.67
991849	42139	1.67
214505	761242	1.9
83427	83441	7.07
83441	167334	5.37
272207	19008450	1.9
13673345	48519	3.4
7931	7964	6.25
19042	904	7.25
47515	58991	6
194253	293302	6.75
33306	14946	6.47
951407	892714	3.02
39206	4918223	9.02
38180	51892	5.87
185337	679878	7.15
19166474	11492	4.17
1014	7599	6.73
34242	14775	3.78
19555	902	6.45
80018	71691	7.15
5042765	8539	1.8
26471	18845	7.78
6678	36896	6.75
43854	23534170	1.03
8637	12821	5.25
6678	25079	5.95
30042	904	6.42
4099	243577	4.17
6700	36858	3.75
3997	222740	4.28
5042765	1638128	7.3
39007	4526	4.68
44975	1449866	5.48
39747	668035	5.9
47515	130312	5.6
19009110	195198	5.97
3363	7984	5.42
15822899	24306566	3.92
18978754	25439732	2.88
5177	17524	7.47
154920	19009006	6.83
3410	11125639	6.58
47515	998156	7.32
68742	80018	7.53
33306	1605200	1.3
23416874	154170	7.68
5785	31287	7.53
3996	13673345	2.37
82425	18589377	6.3
86111	1624867	2.8
23366462	4654	6.07
11039790	219599	3.05
1481886	24542769	6.5
951407	18994221	0.92
743997	55999	4.52
89246	1196	3.33
56217	177938	5
28022	18949668	1.13
11492	1209545	2.3
336806	287542	8.27
1014	33153	7.27
9293603	25631460	6.3
68768	63394	4.37
234514	646059	3.4
18940	63394	5.8
202898	13256	3.63
857255	314993	5.37
293302	83427	3.82
36808	45599	1.08
33183	214196	1.98
15822899	83427	4.83
40630	14587	5.6
18723138	46433	3.42
2016347	33538	4
33183	177428	5.72
17158563	26051975	4.77
844811	45883	2.42
4487	604727	5.15
33550	16861908	2.88
5785	58790	5.65
24373	1794840	5.38
83427	449913	2.62
32961	1318497	7.85
26051975	19167553	2.93
102883	1348330	7.7
43854	53472	1.42
192617	64959	1.27
24462937	146334	4.93
17157119	205075	2.62
8072	37220	6.9
857255	840391	4.92
39696	4649165	6.03
13673345	3973	3.47
1005	20354	5.53
1376	166655	5.08
47515	33978	4.87
78478	32416	6.75
18842395	32416	1.67
26751	195193	2.27
7089	90796	2.27
1348330	690278	5.43
26227	37735	6.12
8376	191061	5.47
26051975	36968	7.03
53238	53227	3.65
7485	39206	9.02
1408983	181897	4.28
4099	336880	3.82
18978754	61230	2.08
130918	19881	7.27
21299730	29969	1.6
4654	2594	2.78
3921	3850	4.92
36979	4487	2.72
951407	48597	6.08
51462	9640	5.58
40630	18842323	4.68
480507	228744	7.83
11846	7950	3.78
1348330	161999	5.7
56478	61026	3.63
83430	177428	3.02
83427	83430	3.55
18947	34242	5.6
3363	53754	4.45
9640	3996	2.57
26700	22921	4.92
40630	240844	3.77
15822899	128987	4.13
36969	11749910	1.95
19012	1624867	3.27
5042765	23707	4.5
15822899	18739286	3.13
55999	90655	3.1
13590	264268	1.38
519280	355343	5.35
5042765	57559	1.23
65071	8280	6.95
8376	650327	4.87
37402	36979	1.43
413522	19373997	1.32
46183	23501	1.22
265567	48597	1.28
18842431	86359	4.92
61950	32762	1.13
4576465	51260	4.48
47515	195198	6.67
27712	14361	5.13
161999	71925	3.55
19331	22915	5.87
3928	7673	2.32
11383147	951407	2.35
4099	188506	4.17
53238	188506	2.75
6678	26573	2.37
18940	82425	2.35
102883	6978	5.08
519280	1466175	5.9
51490	16369	7.05
292133	3648961	7.15
3390	13756	5.15
297058	49401	6.35
33153	12988	6.28
4207510	154920	1.23
26118	82926	2.62
8637	82926	1.67
307875	1209545	3.42
403005	229714	7.7
13673345	229714	5.13
19595436	336880	3.13
5177	228569	8.02
24872	202899	4.25
