651997	50405	8.67
201918	148537	8.17
5299	9722260	5.17
5299	16861908	5.17
187359	11145	9.33
42400	9252	6.12
3354802	27165	8.60
576282	10406	7.60
89637	24209	9.62
81724	18456	4.71
49547	41319	9.12
216694	151604	6.57
158715	8286675	1.00
23603	44706	2.80
52599	19159508	4.50
15430	3828753	5.67
2870	17561	8.17
1333447	26574	8.56
308724	162707	7.50
1109441	37673	7.25
22581	13311	8.00
364118	9252	7.71
615670	615676	8.33
172761	183359	6.00
23603	1212	6.57
59252	155698	8.43
452848	51862	5.00
2745443	11383147	7.88
2061993	1616827	6.33
2061993	20646971	4.83
518958	14312	1.86
54412	33555	6.88
54412	3973	6.57
38048372	4250553	3.75
5928	38407	7.67
32771	170567	9.78
1868264	488824	3.00
15752595	226691	9.14
8301	18993825	8.00
28978421	174158	7.29
198984	27709	4.40
188044	13673345	7.29
217280	128987	7.33
1965727	7993337	6.75
22984	23707	0.50
3911668	17389946	8.67
25806	4599312	7.22
40818	519280	8.38
40818	532592	9.50
420020	128987	7.75
995679	22483	6.71
155941	81094	0.14
25081142	3717	0.71
4054	11963035	5.50
75127	1396249	7.62
20650	9236	7.00
2343	5211	6.75
2246	635463	3.33
31792	18935258	0.71
1826940	3092841	7.40
707122	23707	8.75
25414	219599	5.33
6174	21690	5.86
691626	149411	8.00
480634	8429	6.00
188731	18716923	2.40
2179	167389	8.67
2489512	9236	7.80
899930	95157	2.00
371406	198842	8.57
20377	19653842	7.12
11298	105070	5.00
540801	72132	8.67
420020	128987	7.83
19167764	38180	6.00
343323	167897	6.71
10710502	226691	5.67
544592	183749	6.71
63764	53951	8.67
146646	21504235	7.71
326481	68672	7.00
326481	70425	8.00
4412145	238966	8.00
4412145	589841	6.00
151604	1459474	9.78
1109441	37673	7.67
8718425	838244	0.88
177497	11182	8.17
777042	22683672	8.78
43473086	18935258	4.60
224515	88772	4.20
170655	37980916	7.80
19022	42896	4.40
2533750	4345	0.75
49547	41319	6.71
25806	4599312	6.75
287843	227478	8.44
673799	25042	4.60
10370	30863286	7.25
18716923	18902	9.12
509679	648470	8.00
7993337	1965727	4.60
42139	148414	0.00
23690	7984	3.50
23690	26826	5.33
58005	29678	0.71
1198	22939	3.20
2661	10406	7.83
654157	19723734	1.00
990853	161405	7.14
676811	11145	5.75
519280	3717	7.67
519280	92357	5.00
9251	8560	8.33
9251	179824	7.62
9996	170440	8.20
32177451	5309	4.33
38748	5843419	1.25
2452527	8900	6.60
26310	94535	6.60
70802	51272	8.20
70802	14070703	10.00
19456032	20377	7.33
8006711	20550772	9.62
252622	8900	3.67
203221	105796	8.38
3294153	106121	7.20
15100	17524	7.56
27127	292444	7.17
19881	11162	6.14
539355	32772	5.67
43805	58929	8.17
234828	424302	0.88
38193	102883	3.40
8779	263960	8.38
2963	28661	4.17
60094	38304	9.33
60094	8900	7.33
230390	162449	9.62
338894	897134	3.50
18878	219599	4.80
47922	232180	5.67
19224834	10406	10.00
210254	65593	7.86
13543	25414	8.00
339530	19828134	7.60
17253537	92357	0.75
8718425	297699	4.60
8718425	8376	0.43
17504079	24807	3.43
247151	577858	9.88
25814008	11582	5.71
52599	19159508	7.00
9209651	26847	6.00
9209651	55959	5.38
9588	11039790	1.00
1366	2119658	5.86
52357	532199	8.43
52357	19361526	6.67
1543355	50123	7.43
105796	775985	0.14
49159	25140	5.43
232715	240410	5.00
180337	573991	8.50
4146	28022	5.25
266137	149119	7.25
314708	146075	4.00
1471660	5488304	7.12
334026	58688	5.57
255468	19673093	5.50
255468	75982	9.25
47398	2414	7.12
9996	49332	9.33
532199	19361526	9.29
2870	43961	9.83
314993	27008	1.00
659325	9311172	8.67
92200	5177	6.57
145144	27495	6.83
220050	1908551	8.00
1025190	24743	7.43
18841893	3873527	9.75
53696	239121	5.67
44911	1449866	6.50
652849	12229	8.00
36156	36104	8.75
3009184	8900	6.50
54412	3973	7.12
307592	147292	5.67
180337	1908551	8.60
180337	9252	5.71
21201	3164049	7.67
10515	7737	9.27
48144	7878457	9.00
40786	1659824	9.71
40786	1124810	7.57
835157	77668	5.80
262084	27008	5.00
27113	68595	2.50
12215295	19728	7.57
42046835	396550	7.50
586629	27546	8.67
29816	2082	3.83
29816	26700	7.50
2108135	18839	6.80
4941851	5377	5.80
184854	18622193	7.38
19653842	8286675	6.50
1204666	4431	7.40
168072	275735	9.00
14924067	197241	6.17
14924067	7512	5.40
4881	15822899	7.14
18820	57349	8.50
186721	161228	4.00
200732	58323	6.43
1363991	17322701	7.25
3608404	9897	8.00
618009	788093	7.14
219878	219599	4.57
83003	318967	8.20
258893	77668	7.83
4057221	21435	2.12
4057221	19723734	1.86
239196	854986	8.00
73536	464273	4.50
59135	15826297	9.38
3354802	7312	7.67
22781	46029	8.00
1029182	1308395	5.60
452848	51862	7.00
23267	2185	6.67
2889	363442	1.89
914	181626	6.20
21694424	219599	8.00
69304	170653	8.00
69304	226160	7.38
164089	7748323	9.50
420034	654433	4.00
7878457	9892	0.71
31392139	5313790	6.17
8539	18006808	6.38
8539	9897	8.89
42446	650414	7.67
42446	61032	8.33
24619	1700417	7.57
24619	29678	2.50
1698623	240058	7.00
1698623	1822282	7.00
162483	219599	4.86
162483	5488304	3.67
106286	5178	6.29
54412	33555	7.00
54412	3973	7.29
854027	163103	0.62
13309070	21282070	7.50
244876	30170774	8.14
2044841	15176	6.50
43935	21837	7.14
43935	1635762	2.83
6138	21073209	10.00
53741	40767	10.00
84303	271950	7.60
700316	6639133	5.83
5664	60330	5.86
2007	25778403	7.00
40258	18839	7.25
666401	513093	5.40
